age,gender,education,smoking,alcohol,internet_usage,village_town,music,Ambient,Fusion Beat,Fusion Hardcore,Metal,Jazz,Rock,World & Electronic Music,Punk,Folk,Traditional Music,Indie,"Blues, Soul & Country",Classical,"Comedy, Literature & Cultural Narratives",Pop,Rap
22.0,male,secondary school,tried smoking,drink a lot,few hours a day,city,3.0,2.090909090909091,2.571428571428571,1.4444444444444444,2.0,2.833333333333333,2.230769230769231,2.642857142857143,3.666666666666667,1.1666666666666667,2.3,2.0,2.454545454545454,1.0,3.25,2.555555555555556,3.0
20.0,female,college/bachelor degree,former smoker,social drinker,few hours a day,city,5.0,3.0,3.2857142857142856,1.8888888888888888,3.0,3.8333333333333335,3.461538461538461,2.642857142857143,4.666666666666667,2.166666666666667,3.5,2.8666666666666667,2.090909090909091,3.0,3.625,3.555555555555556,3.0
20.0,female,secondary school,tried smoking,drink a lot,few hours a day,city,5.0,2.363636363636364,2.8095238095238093,2.4444444444444446,3.0,3.0,2.8461538461538467,3.071428571428571,3.0,1.3333333333333337,2.9000000000000004,2.6666666666666665,2.3636363636363638,2.0,3.0,3.555555555555556,3.0
19.0,female,secondary school,never smoked,social drinker,few hours a day,city,5.0,1.7272727272727273,3.1428571428571423,1.3333333333333333,1.0,4.833333333333334,4.384615384615385,3.2857142857142856,1.5,2.333333333333333,2.6,4.333333333333333,2.2727272727272725,1.5,3.375,4.0,2.5
28.0,female,masters degree,tried smoking,social drinker,few hours a day,city,3.0,1.7272727272727273,3.1428571428571423,1.8888888888888888,1.0,3.1666666666666665,2.6923076923076925,3.1428571428571423,1.5,2.333333333333333,2.6,2.9333333333333336,2.7272727272727275,1.5,3.375,4.0,3.5
19.0,female,secondary school,current smoker,drink a lot,most of the day,village,5.0,2.4545454545454546,2.6666666666666665,1.4444444444444444,1.0,3.333333333333333,2.384615384615385,3.0,1.6666666666666663,2.5,2.2,2.8666666666666667,1.9090909090909092,1.0,5.0,2.7777777777777777,4.5
22.0,male,secondary school,tried smoking,social drinker,few hours a day,city,5.0,3.6363636363636367,2.761904761904762,1.777777777777778,3.0,4.5,4.615384615384615,2.357142857142857,2.0,3.666666666666667,3.3000000000000003,4.266666666666667,3.0,4.5,2.625,2.555555555555556,2.5
20.0,female,college/bachelor degree,current smoker,social drinker,few hours a day,village,5.0,2.4545454545454546,2.333333333333333,1.1111111111111112,1.0,2.0,4.769230769230769,2.714285714285714,4.5,2.0,2.2,4.199999999999999,2.0,1.0,3.875,2.0,2.5
16.0,female,primary school,never smoked,never,less than an hour a day,city,4.0,2.818181818181818,3.3809523809523805,2.888888888888889,1.0,1.3333333333333337,1.923076923076923,2.571428571428571,1.3333333333333337,2.166666666666667,3.0000000000000004,1.6666666666666667,2.3636363636363638,2.0,3.0,3.0,4.0
19.0,female,secondary school,former smoker,social drinker,less than an hour a day,city,5.0,2.363636363636364,3.3809523809523805,1.5555555555555556,2.0,2.166666666666667,3.076923076923077,2.642857142857143,3.0,2.166666666666667,2.9000000000000004,2.4000000000000004,2.5454545454545454,2.0,3.0,3.555555555555556,3.0
20.0,female,secondary school,former smoker,social drinker,few hours a day,city,5.0,4.0,2.238095238095238,2.111111111111111,2.0,3.0,4.461538461538462,2.3571428571428568,2.166666666666667,3.0,3.5000000000000004,4.266666666666666,1.9090909090909087,3.0,4.25,2.4444444444444446,2.0
21.0,male,college/bachelor degree,current smoker,drink a lot,most of the day,city,5.0,1.7272727272727273,3.809523809523809,1.8888888888888888,1.0,2.333333333333333,3.076923076923077,3.3571428571428568,1.5,1.5,2.9,3.0,2.7272727272727275,1.5,3.375,4.555555555555555,4.5
19.0,female,secondary school,tried smoking,social drinker,few hours a day,city,5.0,3.272727272727273,2.0476190476190474,1.4444444444444444,2.0,4.5,4.384615384615385,2.4285714285714284,2.0,2.0,3.0000000000000004,4.4,1.5454545454545454,2.0,2.625,2.0,1.5
20.0,female,secondary school,tried smoking,social drinker,most of the day,city,5.0,2.1818181818181817,2.142857142857143,2.0,2.0,1.1666666666666667,4.769230769230769,2.2142857142857144,3.666666666666667,1.1666666666666667,2.5,4.066666666666666,2.0,1.5,2.625,2.555555555555556,2.0
25.0,female,college/bachelor degree,never smoked,social drinker,less than an hour a day,city,3.0,3.2727272727272725,3.0476190476190474,1.7777777777777777,1.0,2.166666666666667,3.384615384615385,2.571428571428571,1.3333333333333337,2.166666666666667,3.2,3.0666666666666664,3.2727272727272725,4.5,2.375,3.0,2.5
20.0,female,secondary school,former smoker,social drinker,less than an hour a day,city,5.0,4.181818181818182,3.238095238095237,1.5555555555555556,2.0,4.666666666666667,4.230769230769231,3.142857142857143,3.0,3.0,4.2,3.4,3.3636363636363638,4.5,3.625,4.111111111111111,2.0
19.0,female,secondary school,tried smoking,social drinker,few hours a day,village,5.0,2.1818181818181817,2.3809523809523805,1.2222222222222223,1.0,2.166666666666667,3.692307692307693,2.5,1.3333333333333337,2.166666666666667,2.3000000000000003,3.733333333333333,1.727272727272727,2.0,3.0,2.4444444444444446,2.0
22.0,male,secondary school,tried smoking,drink a lot,most of the day,city,5.0,2.7272727272727275,2.0476190476190474,2.555555555555556,2.0,1.1666666666666667,3.3076923076923084,2.8571428571428568,3.666666666666667,3.666666666666667,3.0,2.8,2.7272727272727275,2.5,3.25,3.111111111111111,1.5
19.0,female,secondary school,tried smoking,social drinker,few hours a day,city,5.0,2.7272727272727275,2.571428571428571,3.2222222222222223,2.0,2.166666666666667,4.0769230769230775,2.6428571428571423,1.3333333333333337,4.666666666666667,2.3000000000000003,3.933333333333333,2.7272727272727275,4.0,3.0,2.4444444444444446,2.0
21.0,female,secondary school,tried smoking,social drinker,few hours a day,city,5.0,2.363636363636364,3.571428571428571,2.2222222222222223,2.0,4.0,3.692307692307693,3.1428571428571423,2.333333333333333,4.833333333333334,3.0,3.333333333333333,3.727272727272728,3.0,3.375,4.0,3.0
22.0,male,masters degree,tried smoking,drink a lot,most of the day,village,5.0,2.909090909090909,2.523809523809524,3.111111111111111,3.0,4.0,4.615384615384616,3.142857142857143,4.0,3.1666666666666665,2.6,4.066666666666666,2.5454545454545454,3.5,4.0,2.888888888888889,3.5
28.0,female,masters degree,never smoked,social drinker,few hours a day,city,5.0,4.090909090909091,2.3809523809523805,3.333333333333333,1.0,1.1666666666666667,2.6153846153846154,2.571428571428571,1.1666666666666667,2.0,4.0,1.9333333333333331,1.9090909090909087,4.5,2.625,3.111111111111111,1.5
21.0,female,college/bachelor degree,former smoker,social drinker,few hours a day,village,5.0,2.1818181818181817,3.476190476190476,1.4444444444444444,1.0,1.6666666666666663,1.8461538461538465,3.571428571428572,1.6666666666666663,1.6666666666666663,3.4000000000000004,2.0666666666666664,2.454545454545455,1.5,3.75,5.0,5.0
20.0,male,secondary school,current smoker,drink a lot,few hours a day,village,5.0,2.5454545454545454,2.6666666666666665,1.8888888888888888,3.0,2.166666666666667,4.307692307692308,2.714285714285714,3.8333333333333335,3.8333333333333335,2.8,3.8,2.727272727272727,1.5,3.625,3.0,3.0
19.0,male,secondary school,former smoker,drink a lot,few hours a day,city,5.0,2.090909090909091,1.952380952380952,2.333333333333333,3.0,1.1666666666666667,1.6153846153846154,1.714285714285714,2.833333333333333,1.1666666666666667,2.0,1.6666666666666663,1.3636363636363638,1.0,3.25,2.0,3.5
21.0,female,college/bachelor degree,tried smoking,social drinker,few hours a day,village,5.0,3.636363636363636,3.238095238095238,1.2222222222222223,1.0,3.8333333333333335,3.1538461538461537,3.071428571428571,1.3333333333333337,3.8333333333333335,3.3000000000000003,3.466666666666667,3.0,2.5,3.625,2.4444444444444446,2.5
20.0,male,secondary school,tried smoking,social drinker,few hours a day,village,5.0,1.7272727272727273,1.9523809523809523,1.3333333333333333,2.0,2.6666666666666665,4.6923076923076925,2.0,1.0,2.6666666666666665,2.0,4.199999999999999,3.5454545454545454,2.5,2.25,2.111111111111111,1.0
16.0,female,secondary school,tried smoking,never,few hours a day,village,4.0,3.8181818181818175,3.428571428571428,3.0,1.0,3.1666666666666665,1.5384615384615383,3.7142857142857135,1.5,4.833333333333334,4.2,2.333333333333333,3.2727272727272725,2.0,4.625,4.0,4.0
22.0,male,college/bachelor degree,never smoked,social drinker,less than an hour a day,village,5.0,3.6363636363636367,3.904761904761904,2.666666666666667,3.0,4.166666666666667,3.5384615384615388,4.071428571428571,2.5,3.333333333333333,3.9,3.6,3.545454545454546,4.0,3.75,4.444444444444445,4.5
19.0,male,secondary school,tried smoking,social drinker,few hours a day,city,5.0,2.1818181818181817,2.952380952380953,1.2222222222222223,1.0,3.8333333333333335,3.0000000000000004,3.0,1.3333333333333337,1.3333333333333337,2.6,3.1333333333333333,2.1818181818181817,2.0,3.0,3.0,3.5
22.0,female,college/bachelor degree,tried smoking,never,few hours a day,village,5.0,1.1818181818181817,1.4761904761904758,2.7777777777777777,1.0,2.0,1.3846153846153846,1.7857142857142858,1.1666666666666667,3.666666666666667,1.1,1.9333333333333331,1.7272727272727273,2.0,1.375,1.4444444444444444,1.5
20.0,male,secondary school,never smoked,drink a lot,most of the day,village,5.0,3.0,2.666666666666666,3.6666666666666665,5.0,1.3333333333333337,3.384615384615385,2.714285714285714,4.666666666666667,1.3333333333333337,3.2,2.9333333333333336,1.7272727272727273,1.5,3.625,3.0,3.0
22.0,male,college/bachelor degree,never smoked,social drinker,few hours a day,city,5.0,2.363636363636364,2.0476190476190474,1.0,1.0,1.0,4.384615384615385,1.7142857142857142,1.0,4.333333333333334,2.4,3.2666666666666666,3.9090909090909087,2.0,2.25,2.111111111111111,1.0
19.0,male,secondary school,former smoker,drink a lot,most of the day,city,5.0,3.636363636363636,2.7142857142857144,2.666666666666666,5.0,3.1666666666666665,4.0,3.0,3.1666666666666665,3.1666666666666665,4.0,3.866666666666666,3.3636363636363638,2.5,4.0,4.0,2.5
22.0,male,secondary school,tried smoking,never,few hours a day,city,5.0,3.727272727272727,3.619047619047618,4.111111111111111,4.0,2.5,3.5384615384615388,4.285714285714286,3.333333333333333,3.333333333333333,4.2,3.333333333333333,2.8181818181818183,2.5,5.0,5.0,5.0
17.0,female,secondary school,former smoker,social drinker,few hours a day,village,5.0,3.6363636363636367,3.333333333333333,3.555555555555556,3.0,1.3333333333333337,2.615384615384616,3.3571428571428568,3.0,1.3333333333333337,3.7,2.533333333333333,1.9090909090909087,4.0,3.0,3.555555555555556,3.5
18.0,female,secondary school,former smoker,social drinker,less than an hour a day,city,5.0,3.090909090909091,4.047619047619048,3.0,1.0,3.1666666666666665,2.923076923076924,3.928571428571429,2.333333333333333,2.333333333333333,3.5,2.8,2.909090909090909,3.5,4.0,4.555555555555555,4.0
19.0,male,primary school,tried smoking,drink a lot,few hours a day,city,5.0,2.090909090909091,2.8095238095238093,3.333333333333333,2.0,2.333333333333333,2.153846153846154,3.3571428571428568,1.5,3.1666666666666665,1.9,2.2666666666666666,1.9090909090909087,1.5,4.0,2.333333333333333,4.0
23.0,female,masters degree,former smoker,social drinker,less than an hour a day,city,5.0,2.1818181818181817,3.571428571428571,1.7777777777777777,1.0,2.166666666666667,2.0769230769230766,3.3571428571428568,1.3333333333333337,1.3333333333333337,2.9000000000000004,2.1333333333333333,2.3636363636363638,1.5,3.0,3.555555555555556,3.5
20.0,female,secondary school,tried smoking,drink a lot,few hours a day,city,5.0,3.4545454545454546,4.047619047619048,2.8888888888888893,2.0,4.166666666666667,3.384615384615385,4.142857142857143,2.5,5.0,4.2,3.266666666666666,3.181818181818182,4.0,3.75,5.0,4.0
18.0,female,secondary school,tried smoking,social drinker,few hours a day,city,5.0,3.0,3.523809523809524,3.0,1.0,3.1666666666666665,3.076923076923077,3.7142857142857135,2.333333333333333,2.333333333333333,3.4000000000000004,3.1333333333333333,2.7272727272727275,3.0,3.375,4.0,3.5
19.0,male,college/bachelor degree,current smoker,social drinker,few hours a day,village,5.0,1.7272727272727273,2.619047619047618,2.555555555555556,1.0,3.333333333333333,3.384615384615385,3.2857142857142856,1.6666666666666663,2.5,1.8,3.1333333333333333,1.9090909090909092,1.5,3.75,2.7777777777777777,3.5
19.0,female,secondary school,current smoker,drink a lot,less than an hour a day,city,5.0,2.5454545454545454,2.4285714285714284,2.4444444444444446,5.0,2.833333333333333,4.0,2.714285714285714,4.5,1.1666666666666667,2.2,3.933333333333333,1.8181818181818183,3.5,2.625,2.0,2.0
28.0,female,masters degree,tried smoking,social drinker,few hours a day,village,3.0,3.363636363636364,3.0,1.2222222222222223,1.0,3.0,3.769230769230769,2.714285714285714,3.0,3.0,3.2,3.4,3.0,3.0,3.625,3.0,3.0
21.0,male,college/bachelor degree,tried smoking,social drinker,few hours a day,village,5.0,2.5454545454545454,3.523809523809524,2.2222222222222223,4.0,3.0,3.7692307692307696,3.5,3.8333333333333335,1.3333333333333337,3.1,3.4000000000000004,1.9090909090909087,1.5,3.625,3.555555555555556,4.0
23.0,female,masters degree,current smoker,social drinker,few hours a day,city,4.0,3.3636363636363638,3.3809523809523805,1.7777777777777777,1.0,3.8333333333333335,3.9230769230769234,3.3571428571428568,1.3333333333333337,1.3333333333333337,3.7,3.866666666666666,2.8181818181818183,1.5,4.25,3.555555555555556,2.5
20.0,male,secondary school,tried smoking,social drinker,most of the day,city,5.0,3.181818181818182,2.619047619047619,2.333333333333333,1.0,3.0,4.230769230769231,2.8571428571428568,2.166666666666667,1.3333333333333337,3.8,3.1333333333333333,2.090909090909091,3.5,3.625,4.111111111111111,4.0
20.0,male,secondary school,never smoked,social drinker,few hours a day,city,5.0,1.5454545454545454,1.857142857142857,1.6666666666666667,3.0,1.8333333333333333,3.7692307692307696,1.4285714285714284,1.8333333333333333,1.8333333333333333,1.7999999999999998,3.333333333333333,2.0,2.0,1.625,2.111111111111111,1.0
28.0,female,secondary school,former smoker,social drinker,most of the day,city,5.0,2.636363636363636,2.619047619047618,1.2222222222222223,1.0,1.3333333333333337,2.0,2.571428571428571,1.3333333333333337,4.666666666666667,3.6000000000000005,2.466666666666667,3.272727272727273,2.0,3.0,4.111111111111111,2.0
22.0,male,secondary school,never smoked,social drinker,few hours a day,village,5.0,2.5454545454545454,2.0476190476190474,2.1111111111111107,4.0,2.833333333333333,4.769230769230769,1.857142857142857,2.833333333333333,4.5,2.4,4.333333333333333,3.4545454545454546,3.0,3.25,2.0,1.5
19.0,female,secondary school,former smoker,drink a lot,few hours a day,city,5.0,2.818181818181818,3.428571428571429,3.333333333333333,2.0,4.833333333333334,3.4615384615384617,4.0,1.5,2.333333333333333,3.4000000000000004,3.6,2.2727272727272725,2.5,3.375,4.0,3.0
21.0,male,college/bachelor degree,former smoker,social drinker,few hours a day,city,5.0,2.363636363636364,2.619047619047618,2.666666666666667,2.0,3.0,4.846153846153846,2.714285714285714,3.0,1.3333333333333337,2.6,4.466666666666667,2.1818181818181817,2.0,3.0,3.0,2.5
21.0,female,secondary school,current smoker,social drinker,few hours a day,city,5.0,2.818181818181818,3.4761904761904763,1.7777777777777777,1.0,3.8333333333333335,3.0000000000000004,3.3571428571428568,1.3333333333333337,3.0,3.3000000000000007,3.1333333333333333,2.2727272727272725,2.5,3.0,3.555555555555556,3.5
17.0,male,secondary school,current smoker,drink a lot,few hours a day,village,5.0,2.3636363636363638,3.761904761904761,3.555555555555556,3.0,3.8333333333333335,4.230769230769231,3.571428571428571,3.8333333333333335,3.0,3.6,3.2666666666666666,3.8181818181818175,2.5,1.75,4.111111111111111,3.5
19.0,female,college/bachelor degree,current smoker,drink a lot,few hours a day,city,5.0,2.909090909090909,3.0,3.6666666666666665,2.0,1.1666666666666667,1.4615384615384617,3.1428571428571423,1.1666666666666667,1.1666666666666667,3.2,1.3333333333333333,1.7272727272727273,1.0,3.875,3.111111111111111,3.5
25.0,male,masters degree,tried smoking,drink a lot,few hours a day,city,5.0,3.0,2.333333333333333,1.7777777777777777,1.0,1.3333333333333337,3.692307692307693,2.8571428571428568,3.0,2.166666666666667,3.0000000000000004,3.6,1.909090909090909,3.5,3.0,3.0,3.0
20.0,female,secondary school,tried smoking,social drinker,few hours a day,village,5.0,2.818181818181818,2.952380952380953,3.333333333333333,4.0,1.3333333333333337,3.384615384615385,2.9285714285714284,3.8333333333333335,2.166666666666667,3.3000000000000007,2.9333333333333336,2.090909090909091,2.5,3.0,3.555555555555556,3.5
26.0,male,college/bachelor degree,current smoker,social drinker,most of the day,city,5.0,2.2727272727272725,2.0,2.2222222222222223,4.0,1.3333333333333337,3.923076923076923,2.3571428571428568,1.3333333333333337,2.166666666666667,2.5,3.466666666666667,2.5454545454545454,4.5,3.0,3.555555555555556,2.0
21.0,male,secondary school,former smoker,social drinker,few hours a day,city,5.0,4.2727272727272725,3.3809523809523805,2.333333333333333,1.0,2.166666666666667,4.538461538461538,3.714285714285714,2.166666666666667,4.666666666666667,4.4,3.6666666666666665,2.8181818181818183,5.0,3.0,4.111111111111111,3.5
20.0,female,secondary school,tried smoking,social drinker,few hours a day,city,5.0,3.0,3.0476190476190474,1.5555555555555556,2.0,2.166666666666667,2.0769230769230766,2.714285714285714,2.166666666666667,2.166666666666667,3.2,2.1333333333333333,2.3636363636363638,1.5,3.625,3.0,3.5
29.0,female,masters degree,former smoker,drink a lot,most of the day,city,5.0,2.363636363636364,4.238095238095238,2.666666666666667,3.0,4.166666666666667,3.8461538461538463,4.357142857142857,5.0,2.5,3.1,4.266666666666667,2.454545454545455,2.0,3.75,4.444444444444445,5.0
25.0,male,masters degree,tried smoking,social drinker,most of the day,city,5.0,2.7272727272727275,3.2857142857142856,4.0,4.0,4.833333333333334,4.0,3.428571428571428,3.1666666666666665,1.5,3.2,4.133333333333333,2.090909090909091,3.0,4.0,4.0,3.5
21.0,male,masters degree,former smoker,drink a lot,few hours a day,city,5.0,4.2727272727272725,2.1428571428571423,2.1111111111111107,4.0,2.0,4.384615384615385,1.857142857142857,2.833333333333333,2.833333333333333,3.6,4.0,1.727272727272727,3.5,3.25,2.0,2.0
20.0,male,secondary school,former smoker,social drinker,most of the day,village,5.0,1.7272727272727273,2.523809523809524,3.0,3.0,3.0,3.0000000000000004,3.0,3.0,3.0,2.2,3.0,3.0,2.0,3.0,3.0,3.0
27.0,male,masters degree,tried smoking,social drinker,few hours a day,village,5.0,4.2727272727272725,3.666666666666667,1.8888888888888888,3.0,4.666666666666667,4.692307692307692,3.5,3.0,2.166666666666667,4.1000000000000005,4.4,2.5454545454545454,5.0,3.0,3.555555555555556,2.5
21.0,male,secondary school,current smoker,social drinker,few hours a day,village,5.0,3.727272727272728,1.380952380952381,2.333333333333333,5.0,1.0,3.615384615384616,1.2857142857142856,1.8333333333333333,3.5,2.4,2.8666666666666667,2.0,5.0,2.875,1.0,1.5
20.0,female,secondary school,never smoked,social drinker,less than an hour a day,city,4.0,1.7272727272727273,1.4761904761904765,1.0,1.0,1.0,4.153846153846153,1.5,1.8333333333333333,2.6666666666666665,1.7000000000000002,3.3999999999999995,2.4545454545454546,2.0,2.25,1.5555555555555556,1.0
19.0,female,college/bachelor degree,current smoker,social drinker,less than an hour a day,village,5.0,3.181818181818182,4.19047619047619,3.111111111111111,1.0,3.333333333333333,2.230769230769231,4.285714285714286,1.6666666666666663,1.6666666666666663,4.0,2.533333333333333,2.909090909090909,2.0,4.375,5.0,5.0
17.0,female,primary school,tried smoking,social drinker,few hours a day,village,5.0,2.818181818181818,2.333333333333333,1.4444444444444444,2.0,2.833333333333333,4.615384615384615,2.357142857142857,2.0,4.5,2.9,4.0,3.636363636363636,2.5,2.625,2.555555555555556,1.5
16.0,female,secondary school,tried smoking,never,less than an hour a day,village,5.0,2.7272727272727275,2.333333333333333,1.2222222222222223,1.0,1.3333333333333337,1.5384615384615383,2.3571428571428568,1.3333333333333337,3.0,3.1,1.4666666666666666,3.1818181818181817,2.0,3.625,3.555555555555556,2.0
19.0,female,secondary school,former smoker,social drinker,few hours a day,city,5.0,2.818181818181818,2.761904761904762,2.0,2.0,4.5,3.615384615384616,2.571428571428571,1.1666666666666667,2.833333333333333,2.6,4.0,1.727272727272727,2.5,2.625,2.0,1.5
18.0,female,secondary school,never smoked,social drinker,few hours a day,village,3.0,2.363636363636364,2.619047619047619,2.4444444444444446,1.0,1.5,1.9230769230769236,2.785714285714285,1.5,4.0,2.7,2.2666666666666666,2.909090909090909,2.0,3.375,3.4444444444444446,3.5
19.0,male,college/bachelor degree,tried smoking,social drinker,few hours a day,village,4.0,3.090909090909091,2.619047619047618,2.666666666666667,2.0,2.166666666666667,2.8461538461538467,2.4285714285714284,2.166666666666667,3.8333333333333335,3.4,2.533333333333333,2.727272727272727,2.0,3.0,3.0,3.0
21.0,female,college/bachelor degree,former smoker,social drinker,few hours a day,village,5.0,2.909090909090909,4.238095238095238,2.0,1.0,3.333333333333333,1.4615384615384617,4.571428571428571,2.5,3.333333333333333,3.8,2.1333333333333333,2.8181818181818183,1.0,5.0,5.0,4.5
16.0,female,secondary school,tried smoking,social drinker,few hours a day,city,5.0,2.636363636363636,2.333333333333333,1.7777777777777777,1.0,1.3333333333333337,1.9230769230769236,2.5,1.3333333333333337,1.3333333333333337,3.3000000000000007,1.6666666666666667,1.9090909090909087,2.0,3.0,3.555555555555556,3.5
20.0,female,college/bachelor degree,tried smoking,social drinker,few hours a day,city,5.0,2.818181818181818,2.904761904761905,1.4444444444444444,2.0,3.666666666666667,3.692307692307693,2.857142857142857,2.0,2.833333333333333,3.2,3.4000000000000004,3.0,2.0,2.625,3.111111111111111,2.0
19.0,female,primary school,never smoked,social drinker,few hours a day,city,5.0,2.909090909090909,3.095238095238095,1.7777777777777777,1.0,2.166666666666667,2.4615384615384617,2.7857142857142856,1.3333333333333337,1.3333333333333337,3.5,2.333333333333333,2.3636363636363638,2.0,2.375,3.555555555555556,2.0
20.0,female,secondary school,current smoker,social drinker,most of the day,village,5.0,2.1818181818181817,3.047619047619047,1.777777777777778,2.0,1.6666666666666663,2.8461538461538463,3.2142857142857144,1.6666666666666663,2.5,2.5,2.333333333333333,2.545454545454546,1.0,3.75,3.333333333333333,5.0
16.0,female,currently a primary school pupil,never smoked,social drinker,less than an hour a day,village,5.0,3.727272727272727,3.904761904761905,2.888888888888889,4.0,3.1666666666666665,3.4615384615384617,3.714285714285714,4.0,3.1666666666666665,3.8,3.333333333333333,3.3636363636363638,3.5,4.625,4.0,4.0
20.0,male,secondary school,tried smoking,never,less than an hour a day,city,5.0,2.5454545454545454,3.904761904761904,3.0,1.0,4.0,3.692307692307693,3.7142857142857135,3.1666666666666665,3.1666666666666665,3.0,3.333333333333333,3.3636363636363638,3.5,3.375,4.0,4.5
18.0,male,currently a primary school pupil,tried smoking,social drinker,less than an hour a day,village,5.0,2.909090909090909,3.2857142857142856,2.111111111111111,3.0,2.5,2.615384615384616,3.071428571428571,3.333333333333333,3.333333333333333,3.5,2.6,3.090909090909091,1.5,5.0,4.444444444444445,5.0
20.0,male,secondary school,tried smoking,never,few hours a day,village,5.0,2.090909090909091,3.1904761904761902,2.2222222222222223,2.0,1.5,3.846153846153847,3.4285714285714284,3.1666666666666665,1.5,2.8,3.2666666666666666,3.0,2.0,4.0,4.0,4.5
20.0,male,college/bachelor degree,tried smoking,social drinker,less than an hour a day,village,5.0,2.4545454545454546,2.523809523809524,2.0,1.0,1.6666666666666663,3.230769230769231,3.142857142857143,5.0,1.6666666666666663,2.2,2.533333333333333,1.7272727272727275,1.0,5.0,2.7777777777777777,4.0
16.0,female,primary school,former smoker,social drinker,few hours a day,city,5.0,3.0,3.0,2.555555555555556,1.0,2.5,2.230769230769231,3.642857142857143,2.5,2.5,3.5,2.4,2.909090909090909,2.5,3.75,4.444444444444445,3.5
19.0,female,secondary school,never smoked,social drinker,less than an hour a day,village,5.0,2.636363636363636,2.904761904761904,1.7777777777777777,1.0,1.3333333333333337,1.923076923076923,2.642857142857143,1.3333333333333337,2.166666666666667,2.7000000000000006,1.6666666666666667,2.1818181818181817,1.5,3.0,2.4444444444444446,3.5
19.0,male,secondary school,tried smoking,drink a lot,few hours a day,city,5.0,2.090909090909091,3.0476190476190474,2.2222222222222223,2.0,2.333333333333333,2.923076923076924,3.5,2.333333333333333,2.333333333333333,2.5,2.6666666666666665,2.5454545454545454,1.0,4.0,3.4444444444444446,3.5
23.0,female,college/bachelor degree,tried smoking,social drinker,most of the day,city,5.0,2.090909090909091,3.2857142857142856,2.555555555555556,1.0,1.6666666666666663,2.3846153846153846,3.571428571428571,1.6666666666666663,2.5,3.2,2.6,2.6363636363636367,1.5,4.375,5.0,4.0
20.0,female,college/bachelor degree,tried smoking,social drinker,few hours a day,city,5.0,2.1818181818181817,3.0,2.2222222222222223,2.0,1.5,2.6923076923076925,3.214285714285714,2.333333333333333,4.0,2.7,2.6666666666666665,2.909090909090909,2.0,3.375,3.4444444444444446,3.0
23.0,male,secondary school,former smoker,social drinker,few hours a day,village,5.0,1.7272727272727273,2.142857142857143,1.2222222222222223,1.0,1.3333333333333337,2.8461538461538467,2.142857142857143,2.166666666666667,1.3333333333333337,2.2,2.4,1.7272727272727273,1.5,3.0,3.0,2.5
19.0,male,currently a primary school pupil,current smoker,never,few hours a day,village,3.0,3.3636363636363638,3.2380952380952377,3.666666666666667,3.0,2.333333333333333,1.2307692307692308,3.7142857142857135,2.333333333333333,2.333333333333333,3.8,1.5333333333333332,2.2727272727272725,1.5,4.625,4.0,4.5
22.0,female,college/bachelor degree,tried smoking,social drinker,few hours a day,city,5.0,2.818181818181818,2.0476190476190474,1.8888888888888888,3.0,1.3333333333333337,2.307692307692308,2.4285714285714284,1.3333333333333337,1.3333333333333337,3.0000000000000004,1.8666666666666665,1.7272727272727273,3.0,3.0,3.0,2.5
17.0,male,primary school,never smoked,social drinker,most of the day,city,4.0,1.7272727272727273,1.9047619047619049,3.555555555555556,3.0,1.3333333333333337,3.5384615384615388,2.3571428571428568,3.0,1.3333333333333337,1.9000000000000004,3.2666666666666666,1.5454545454545454,1.0,3.0,2.4444444444444446,3.0
20.0,female,secondary school,never smoked,social drinker,less than an hour a day,village,5.0,3.3636363636363638,2.9047619047619047,3.6666666666666665,1.0,1.6666666666666663,2.230769230769231,3.7142857142857135,1.6666666666666663,3.333333333333333,3.6,2.2666666666666666,2.4545454545454546,1.0,5.0,3.888888888888889,4.0
21.0,female,secondary school,tried smoking,social drinker,less than an hour a day,city,5.0,3.636363636363636,3.0476190476190474,2.111111111111111,2.0,3.0,3.5384615384615388,2.3571428571428568,3.0,3.8333333333333335,3.3000000000000003,3.533333333333333,3.0,3.0,3.625,2.4444444444444446,2.5
21.0,male,secondary school,tried smoking,drink a lot,few hours a day,city,5.0,3.727272727272727,3.428571428571429,2.333333333333333,1.0,2.166666666666667,2.4615384615384617,3.5714285714285707,2.166666666666667,2.166666666666667,3.8,2.333333333333333,3.2727272727272725,2.5,3.0,3.0,4.0
19.0,female,secondary school,former smoker,social drinker,few hours a day,city,5.0,3.9090909090909087,2.2380952380952377,1.8888888888888888,1.0,1.5,2.0,2.6428571428571423,1.5,2.333333333333333,4.1,1.7999999999999998,2.090909090909091,1.5,4.0,3.4444444444444446,2.5
20.0,female,secondary school,never smoked,social drinker,few hours a day,village,5.0,3.272727272727273,3.666666666666666,1.2222222222222223,1.0,2.166666666666667,3.0,3.142857142857143,1.3333333333333337,2.166666666666667,4.0,2.8666666666666667,3.1818181818181817,2.0,3.0,4.111111111111111,3.5
19.0,male,college/bachelor degree,never smoked,social drinker,most of the day,city,5.0,2.1818181818181817,3.0476190476190474,4.555555555555555,4.0,4.833333333333334,4.615384615384616,3.7857142857142856,3.1666666666666665,3.1666666666666665,3.3,4.199999999999999,3.090909090909091,3.0,3.375,4.555555555555555,3.5
