age,gender,education,smoking,alcohol,internet_usage,music,slow_songs,dance,folk,country,classical,musical,pop,rock,metal_hardrock,punk,hiphop_rap,reggae_ska,swing_jazz,rock_n_roll,alternative,latino,techno_trance,opera,Cluster
19.0,male,secondary school,tried smoking,never,few hours a day,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2
18.0,female,secondary school,never smoked,social drinker,few hours a day,5.0,3.0,4.0,2.0,3.0,2.0,2.0,5.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,79
19.0,female,secondary school,former smoker,social drinker,few hours a day,5.0,4.0,3.0,4.0,2.0,5.0,4.0,2.0,5.0,2.0,1.0,3.0,3.0,5.0,3.0,5.0,2.0,3.0,4.0,13
15.0,female,secondary school,current smoker,drink a lot,few hours a day,5.0,5.0,5.0,2.0,2.0,2.0,4.0,5.0,4.0,2.0,2.0,4.0,3.0,2.0,4.0,3.0,5.0,3.0,2.0,0
19.0,female,college/bachelor degree,former smoker,social drinker,few hours a day,3.0,3.0,3.0,3.0,1.0,3.0,3.0,5.0,4.0,3.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2
15.0,female,secondary school,tried smoking,social drinker,most of the day,5.0,3.0,3.0,2.0,1.0,2.0,3.0,5.0,2.0,1.0,1.0,4.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,36
19.0,female,secondary school,tried smoking,social drinker,few hours a day,5.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,1.0,1.0,2.0,2.0,4.0,3.0,1.0,4.0,1.0,2.0,11
21.0,female,masters degree,never smoked,never,few hours a day,5.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,22
19.0,female,college/bachelor degree,never smoked,never,few hours a day,5.0,3.0,3.0,2.0,1.0,2.0,2.0,5.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,5.0,1.0,2.0,35
17.0,female,secondary school,tried smoking,social drinker,few hours a day,5.0,3.0,3.0,1.0,2.0,4.0,4.0,3.0,5.0,3.0,4.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,4.0,33
23.0,female,college/bachelor degree,current smoker,social drinker,few hours a day,5.0,3.0,3.0,2.0,1.0,1.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,2.0,1.0,44
24.0,male,secondary school,never smoked,social drinker,less than an hour a day,5.0,3.0,4.0,3.0,1.0,1.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,2.0,1.0,1.0,44
19.0,female,secondary school,former smoker,social drinker,less than an hour a day,5.0,3.0,2.0,4.0,3.0,5.0,3.0,2.0,5.0,5.0,5.0,2.0,5.0,4.0,3.0,5.0,2.0,1.0,5.0,43
19.0,female,college/bachelor degree,former smoker,drink a lot,few hours a day,5.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,54
22.0,female,secondary school,current smoker,social drinker,few hours a day,5.0,4.0,5.0,3.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,4.0,3.0,2.0,4.0,1.0,3.0,2.0,1.0,21
20.0,female,college/bachelor degree,former smoker,drink a lot,few hours a day,5.0,3.0,3.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,2.0,2.0,4.0,3.0,3.0,5.0,4.0,3.0,1
21.0,female,college/bachelor degree,tried smoking,never,few hours a day,5.0,4.0,5.0,3.0,5.0,2.0,2.0,5.0,5.0,4.0,3.0,1.0,1.0,1.0,4.0,3.0,3.0,1.0,1.0,98
19.0,male,secondary school,tried smoking,social drinker,few hours a day,5.0,3.0,2.0,1.0,3.0,3.0,1.0,4.0,5.0,3.0,1.0,2.0,2.0,3.0,5.0,1.0,2.0,2.0,2.0,15
19.0,male,secondary school,tried smoking,social drinker,few hours a day,5.0,4.0,3.0,5.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,5.0,5.0,2.0,3.0,5.0,4.0,3.0,3.0,17
20.0,female,college/bachelor degree,current smoker,social drinker,few hours a day,5.0,3.0,4.0,2.0,2.0,2.0,1.0,4.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,27
18.0,female,secondary school,current smoker,social drinker,few hours a day,5.0,3.0,4.0,2.0,1.0,3.0,4.0,2.0,5.0,5.0,3.0,2.0,3.0,2.0,2.0,4.0,5.0,5.0,2.0,31
19.0,male,secondary school,former smoker,drink a lot,few hours a day,5.0,3.0,4.0,2.0,3.0,4.0,1.0,2.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,2.0,5.0,3.0,2.0,65
20.0,female,secondary school,tried smoking,never,less than an hour a day,5.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,32
22.0,male,secondary school,never smoked,social drinker,few hours a day,5.0,3.0,4.0,2.0,3.0,3.0,2.0,4.0,4.0,2.0,4.0,4.0,3.0,5.0,3.0,2.0,3.0,3.0,2.0,65
20.0,male,secondary school,never smoked,social drinker,most of the day,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16
20.0,female,secondary school,tried smoking,social drinker,few hours a day,5.0,4.0,3.0,1.0,1.0,3.0,3.0,5.0,5.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,3
27.0,female,masters degree,former smoker,social drinker,few hours a day,5.0,3.0,3.0,2.0,2.0,4.0,3.0,4.0,4.0,1.0,3.0,5.0,5.0,3.0,3.0,4.0,4.0,1.0,1.0,64
19.0,female,secondary school,former smoker,social drinker,few hours a day,5.0,3.0,3.0,1.0,1.0,3.0,2.0,4.0,4.0,2.0,4.0,4.0,1.0,3.0,3.0,4.0,2.0,3.0,3.0,30
22.0,male,secondary school,tried smoking,never,few hours a day,5.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,4.0,4.0,2.0,3.0,1.0,4.0,5.0,1.0,96
19.0,male,college/bachelor degree,current smoker,drink a lot,most of the day,5.0,3.0,4.0,2.0,2.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,1.0,2.0,4.0,1.0,2.0,2.0,3.0,90
20.0,female,secondary school,tried smoking,social drinker,few hours a day,4.0,3.0,4.0,1.0,1.0,2.0,4.0,4.0,4.0,1.0,1.0,4.0,3.0,4.0,4.0,3.0,4.0,1.0,1.0,52
20.0,male,secondary school,tried smoking,social drinker,few hours a day,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,94
21.0,female,secondary school,never smoked,social drinker,few hours a day,5.0,4.0,5.0,2.0,3.0,2.0,5.0,5.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,2.0,1.0,53
16.0,female,primary school,tried smoking,never,few hours a day,5.0,1.0,2.0,2.0,2.0,4.0,4.0,1.0,5.0,4.0,5.0,1.0,4.0,3.0,3.0,5.0,2.0,1.0,2.0,87
19.0,female,secondary school,former smoker,never,less than an hour a day,5.0,3.0,2.0,2.0,1.0,4.0,2.0,3.0,4.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,1.0,2.0,17
18.0,female,secondary school,tried smoking,drink a lot,few hours a day,5.0,3.0,3.0,2.0,5.0,3.0,3.0,4.0,5.0,3.0,2.0,2.0,4.0,3.0,5.0,5.0,3.0,1.0,4.0,10
23.0,male,college/bachelor degree,former smoker,drink a lot,few hours a day,5.0,4.0,5.0,1.0,1.0,1.0,1.0,5.0,3.0,2.0,2.0,2.0,4.0,1.0,3.0,3.0,1.0,5.0,1.0,61
19.0,male,secondary school,former smoker,social drinker,few hours a day,5.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,4.0,2.0,4.0,2.0,4
19.0,female,secondary school,tried smoking,drink a lot,less than an hour a day,5.0,3.0,5.0,2.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,5.0,4.0,4.0,5.0,1.0,5.0,2.0,1.0,63
22.0,female,college/bachelor degree,tried smoking,social drinker,few hours a day,5.0,3.0,4.0,1.0,1.0,3.0,4.0,2.0,4.0,1.0,3.0,5.0,5.0,3.0,2.0,2.0,3.0,1.0,2.0,52
18.0,female,secondary school,tried smoking,social drinker,most of the day,5.0,2.0,1.0,5.0,2.0,5.0,2.0,2.0,4.0,5.0,3.0,1.0,1.0,3.0,3.0,5.0,1.0,1.0,5.0,20
20.0,male,college/bachelor degree,never smoked,social drinker,few hours a day,4.0,2.0,1.0,2.0,1.0,5.0,2.0,1.0,5.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,62
19.0,female,secondary school,tried smoking,social drinker,less than an hour a day,5.0,4.0,5.0,4.0,1.0,2.0,5.0,5.0,5.0,2.0,2.0,5.0,3.0,1.0,4.0,1.0,5.0,1.0,2.0,45
25.0,female,masters degree,never smoked,social drinker,few hours a day,4.0,5.0,2.0,2.0,4.0,2.0,5.0,4.0,5.0,4.0,2.0,4.0,2.0,2.0,3.0,1.0,5.0,1.0,1.0,38
18.0,female,secondary school,current smoker,social drinker,few hours a day,5.0,3.0,2.0,2.0,1.0,4.0,4.0,4.0,4.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,3
20.0,female,college/bachelor degree,current smoker,social drinker,few hours a day,5.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,5.0,2.0,3.0,2.0,2.0,3.0,4.0,5.0,1.0,1.0,2.0,37
15.0,female,primary school,never smoked,social drinker,few hours a day,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,17
19.0,female,secondary school,never smoked,never,few hours a day,5.0,3.0,1.0,4.0,3.0,2.0,5.0,2.0,5.0,4.0,3.0,1.0,1.0,5.0,5.0,3.0,3.0,1.0,1.0,50
19.0,female,secondary school,tried smoking,never,few hours a day,5.0,5.0,5.0,2.0,3.0,3.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,23
16.0,female,secondary school,never smoked,never,few hours a day,5.0,3.0,4.0,2.0,1.0,3.0,3.0,3.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,90
19.0,male,college/bachelor degree,tried smoking,social drinker,few hours a day,5.0,5.0,4.0,1.0,1.0,3.0,2.0,4.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,5.0,3.0,23
18.0,female,college/bachelor degree,former smoker,social drinker,few hours a day,5.0,4.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,2.0,2.0,5.0,5.0,5.0,3.0,3.0,5.0,2.0,5.0,55
15.0,male,primary school,tried smoking,social drinker,few hours a day,2.0,4.0,2.0,1.0,1.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,8
20.0,female,secondary school,current smoker,social drinker,few hours a day,5.0,4.0,3.0,2.0,2.0,4.0,3.0,4.0,2.0,1.0,1.0,4.0,1.0,3.0,4.0,2.0,4.0,2.0,2.0,92
20.0,male,secondary school,never smoked,never,few hours a day,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,24
20.0,male,secondary school,tried smoking,social drinker,few hours a day,5.0,3.0,1.0,1.0,1.0,3.0,3.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3
20.0,female,secondary school,former smoker,social drinker,less than an hour a day,5.0,3.0,4.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,14
19.0,male,secondary school,tried smoking,social drinker,few hours a day,5.0,3.0,5.0,2.0,2.0,2.0,1.0,3.0,5.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,4.0,4.0,1.0,90
16.0,female,currently a primary school pupil,never smoked,social drinker,less than an hour a day,5.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,2.0,1.0,80
18.0,female,secondary school,former smoker,social drinker,few hours a day,5.0,3.0,4.0,3.0,2.0,4.0,5.0,5.0,4.0,1.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,54
20.0,male,secondary school,tried smoking,social drinker,few hours a day,5.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,5.0,4.0,3.0,2.0,3.0,2.0,2.0,5.0,2.0,4.0,1.0,31
16.0,female,college/bachelor degree,never smoked,never,few hours a day,5.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,5.0,2.0,2.0,5.0,2.0,3.0,5.0,3.0,4.0,3.0,1.0,63
18.0,female,primary school,tried smoking,social drinker,few hours a day,5.0,3.0,2.0,2.0,1.0,4.0,3.0,2.0,5.0,5.0,5.0,1.0,3.0,3.0,5.0,5.0,3.0,1.0,2.0,67
20.0,male,secondary school,never smoked,social drinker,few hours a day,5.0,2.0,2.0,1.0,4.0,5.0,4.0,5.0,4.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,5.0,33
18.0,female,primary school,never smoked,social drinker,few hours a day,5.0,3.0,4.0,2.0,2.0,2.0,2.0,5.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,35
19.0,male,secondary school,tried smoking,social drinker,less than an hour a day,5.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,2.0,4.0,3.0,3.0,4.0,2.0,22
19.0,female,college/bachelor degree,never smoked,social drinker,few hours a day,5.0,4.0,3.0,2.0,2.0,3.0,2.0,5.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,38
20.0,female,secondary school,tried smoking,social drinker,few hours a day,5.0,3.0,3.0,2.0,1.0,4.0,4.0,5.0,3.0,1.0,1.0,5.0,4.0,3.0,4.0,2.0,3.0,1.0,2.0,52
18.0,male,college/bachelor degree,tried smoking,social drinker,few hours a day,5.0,5.0,3.0,3.0,4.0,2.0,1.0,2.0,5.0,4.0,5.0,2.0,4.0,3.0,2.0,5.0,3.0,1.0,1.0,98
17.0,female,primary school,never smoked,drink a lot,few hours a day,5.0,3.0,4.0,2.0,3.0,3.0,2.0,4.0,4.0,1.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,90
22.0,female,secondary school,tried smoking,social drinker,few hours a day,5.0,3.0,4.0,2.0,1.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,2.0,74
17.0,male,secondary school,former smoker,social drinker,few hours a day,5.0,5.0,3.0,2.0,3.0,3.0,3.0,2.0,5.0,2.0,2.0,5.0,1.0,5.0,5.0,1.0,2.0,4.0,1.0,86
22.0,female,secondary school,tried smoking,social drinker,few hours a day,4.0,3.0,3.0,2.0,3.0,3.0,5.0,3.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,5.0,1.0,1.0,9
16.0,female,secondary school,never smoked,never,few hours a day,5.0,2.0,3.0,2.0,3.0,3.0,4.0,5.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,35
24.0,female,masters degree,never smoked,never,few hours a day,5.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,1.0,4.0,4.0,1.0,1.0,32
17.0,male,primary school,tried smoking,social drinker,few hours a day,5.0,5.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,3.0,2.0,2.0,4.0,2.0,96
17.0,male,secondary school,never smoked,never,few hours a day,5.0,4.0,3.0,1.0,2.0,3.0,2.0,5.0,3.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,4.0,2.0,6
17.0,male,secondary school,tried smoking,drink a lot,few hours a day,5.0,3.0,5.0,1.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,5.0,3.0,49
15.0,female,secondary school,never smoked,social drinker,few hours a day,5.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,5.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3
18.0,female,primary school,tried smoking,social drinker,few hours a day,5.0,3.0,2.0,2.0,1.0,5.0,3.0,2.0,5.0,5.0,5.0,1.0,3.0,3.0,5.0,5.0,2.0,1.0,3.0,67
18.0,female,primary school,tried smoking,social drinker,few hours a day,5.0,1.0,1.0,3.0,2.0,5.0,3.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,4.0,2.0,1.0,3.0,87
16.0,male,primary school,former smoker,social drinker,most of the day,5.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,49
20.0,female,secondary school,tried smoking,social drinker,most of the day,5.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,1.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,5
29.0,female,masters degree,tried smoking,social drinker,less than an hour a day,5.0,4.0,3.0,5.0,2.0,2.0,5.0,5.0,4.0,2.0,2.0,1.0,2.0,2.0,5.0,2.0,5.0,1.0,2.0,39
24.0,female,college/bachelor degree,tried smoking,social drinker,few hours a day,5.0,3.0,2.0,4.0,4.0,1.0,2.0,5.0,3.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,3.0,1.0,1.0,11
18.0,female,secondary school,tried smoking,social drinker,less than an hour a day,4.0,3.0,4.0,2.0,1.0,1.0,2.0,4.0,4.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,15
17.0,male,primary school,current smoker,drink a lot,few hours a day,5.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,5.0,5.0,1.0,3.0,1.0,2.0,4.0,1.0,42
18.0,male,primary school,tried smoking,drink a lot,most of the day,5.0,4.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,15
16.0,male,secondary school,never smoked,never,few hours a day,5.0,4.0,3.0,5.0,2.0,5.0,5.0,4.0,2.0,1.0,1.0,1.0,2.0,5.0,5.0,3.0,3.0,2.0,5.0,13
17.0,female,primary school,never smoked,social drinker,few hours a day,5.0,4.0,5.0,2.0,1.0,2.0,3.0,5.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,1.0,2.0,4.0,1.0,27
20.0,male,college/bachelor degree,tried smoking,social drinker,most of the day,2.0,3.0,4.0,2.0,2.0,1.0,1.0,4.0,4.0,3.0,3.0,2.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,8
16.0,female,primary school,tried smoking,social drinker,few hours a day,5.0,3.0,3.0,2.0,4.0,5.0,3.0,5.0,5.0,2.0,4.0,1.0,4.0,4.0,4.0,5.0,3.0,1.0,3.0,10
19.0,male,secondary school,tried smoking,social drinker,few hours a day,5.0,5.0,2.0,1.0,3.0,2.0,1.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,2.0,19
18.0,female,secondary school,former smoker,social drinker,few hours a day,5.0,3.0,3.0,1.0,2.0,3.0,2.0,4.0,2.0,1.0,1.0,4.0,2.0,2.0,3.0,5.0,2.0,1.0,3.0,92
20.0,female,secondary school,former smoker,social drinker,few hours a day,5.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,33
19.0,male,secondary school,former smoker,drink a lot,few hours a day,5.0,4.0,2.0,1.0,3.0,1.0,2.0,4.0,3.0,1.0,1.0,5.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,49
18.0,male,secondary school,tried smoking,social drinker,few hours a day,4.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,3.0,2.0,4.0,4.0,3.0,4.0,2.0,3.0,2.0,3.0,1
21.0,male,secondary school,never smoked,never,few hours a day,5.0,4.0,3.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,3.0,5.0,2.0,2.0,1.0,1.0,4.0,3.0,2.0,25
19.0,male,college/bachelor degree,current smoker,social drinker,less than an hour a day,4.0,3.0,5.0,3.0,3.0,2.0,1.0,3.0,5.0,2.0,1.0,3.0,3.0,3.0,4.0,1.0,2.0,2.0,3.0,21
20.0,female,secondary school,current smoker,social drinker,few hours a day,5.0,3.0,4.0,2.0,4.0,3.0,2.0,5.0,2.0,1.0,2.0,4.0,4.0,2.0,3.0,1.0,3.0,2.0,3.0,21
23.0,female,college/bachelor degree,never smoked,social drinker,few hours a day,5.0,3.0,4.0,1.0,2.0,1.0,3.0,5.0,5.0,1.0,1.0,5.0,5.0,3.0,4.0,3.0,3.0,1.0,2.0,88
19.0,female,college/bachelor degree,tried smoking,social drinker,less than an hour a day,5.0,1.0,3.0,5.0,5.0,5.0,2.0,2.0,5.0,4.0,2.0,3.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,72
19.0,female,college/bachelor degree,never smoked,social drinker,few hours a day,5.0,3.0,2.0,3.0,2.0,4.0,5.0,3.0,5.0,4.0,5.0,2.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,43
19.0,female,college/bachelor degree,never smoked,social drinker,few hours a day,5.0,3.0,1.0,3.0,2.0,4.0,5.0,3.0,5.0,3.0,5.0,2.0,4.0,1.0,4.0,4.0,4.0,1.0,5.0,43
20.0,male,college/bachelor degree,tried smoking,social drinker,few hours a day,2.0,4.0,4.0,2.0,3.0,3.0,2.0,4.0,5.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,1.0,2.0,1.0,8
24.0,male,college/bachelor degree,never smoked,social drinker,few hours a day,5.0,3.0,2.0,2.0,3.0,4.0,2.0,1.0,5.0,4.0,5.0,1.0,5.0,4.0,5.0,5.0,1.0,2.0,4.0,43
19.0,male,college/bachelor degree,tried smoking,social drinker,most of the day,5.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,15
20.0,male,secondary school,never smoked,social drinker,few hours a day,5.0,3.0,3.0,1.0,3.0,4.0,1.0,5.0,5.0,4.0,4.0,1.0,2.0,5.0,5.0,5.0,1.0,3.0,1.0,34
18.0,female,primary school,current smoker,drink a lot,few hours a day,5.0,4.0,5.0,2.0,2.0,3.0,3.0,5.0,3.0,1.0,1.0,3.0,4.0,3.0,3.0,1.0,5.0,1.0,3.0,0
17.0,male,primary school,tried smoking,never,less than an hour a day,5.0,3.0,5.0,3.0,2.0,1.0,1.0,4.0,2.0,4.0,2.0,3.0,2.0,1.0,2.0,3.0,1.0,5.0,1.0,6
19.0,female,secondary school,never smoked,social drinker,few hours a day,5.0,4.0,3.0,3.0,2.0,4.0,3.0,5.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,1.0,2.0,38
19.0,female,secondary school,never smoked,social drinker,few hours a day,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,2.0,2.0,5.0,5.0,3.0,5.0,2.0,5.0,57
20.0,male,secondary school,tried smoking,social drinker,most of the day,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,5.0,1.0,4.0,2.0,3.0,4.0,2.0,4.0,2.0,4
20.0,male,college/bachelor degree,never smoked,drink a lot,most of the day,5.0,4.0,2.0,1.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,29
21.0,female,secondary school,tried smoking,social drinker,few hours a day,5.0,3.0,5.0,2.0,2.0,1.0,2.0,5.0,3.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,1.0,27
20.0,female,secondary school,tried smoking,social drinker,few hours a day,5.0,3.0,4.0,2.0,1.0,1.0,3.0,5.0,4.0,2.0,2.0,5.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,18
20.0,female,secondary school,former smoker,social drinker,few hours a day,5.0,5.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,49
17.0,female,secondary school,never smoked,social drinker,few hours a day,5.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,5.0,4.0,3.0,1.0,3.0,4.0,4.0,5.0,3.0,1.0,1.0,87
20.0,female,secondary school,tried smoking,drink a lot,few hours a day,5.0,5.0,5.0,2.0,2.0,2.0,4.0,5.0,4.0,1.0,1.0,4.0,5.0,1.0,2.0,2.0,3.0,3.0,1.0,0
25.0,male,masters degree,tried smoking,social drinker,few hours a day,5.0,3.0,5.0,4.0,3.0,4.0,5.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,4.0,2.0,4.0,39
20.0,female,secondary school,tried smoking,social drinker,most of the day,5.0,4.0,4.0,3.0,2.0,2.0,3.0,4.0,4.0,1.0,1.0,4.0,2.0,2.0,4.0,2.0,5.0,5.0,1.0,5
21.0,female,secondary school,tried smoking,drink a lot,few hours a day,5.0,4.0,2.0,2.0,3.0,4.0,3.0,2.0,5.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,4.0,47
21.0,female,secondary school,current smoker,social drinker,few hours a day,5.0,3.0,4.0,3.0,4.0,2.0,2.0,5.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,5.0,4.0,1.0,79
22.0,male,college/bachelor degree,current smoker,drink a lot,most of the day,5.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,1.0,2.0,3.0,74
19.0,female,secondary school,former smoker,social drinker,few hours a day,5.0,4.0,3.0,1.0,1.0,2.0,3.0,3.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,2.0,1.0,1.0,44
25.0,male,college/bachelor degree,current smoker,drink a lot,few hours a day,5.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,3.0,3.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,3.0,65
19.0,female,secondary school,tried smoking,drink a lot,few hours a day,5.0,3.0,3.0,2.0,1.0,2.0,3.0,4.0,5.0,3.0,3.0,5.0,4.0,2.0,3.0,3.0,2.0,4.0,1.0,75
25.0,female,masters degree,tried smoking,social drinker,few hours a day,5.0,3.0,5.0,2.0,2.0,2.0,4.0,5.0,2.0,1.0,1.0,5.0,5.0,3.0,3.0,2.0,5.0,2.0,1.0,45
25.0,female,masters degree,former smoker,social drinker,few hours a day,5.0,3.0,3.0,4.0,2.0,4.0,4.0,5.0,4.0,1.0,3.0,4.0,5.0,5.0,4.0,3.0,5.0,3.0,3.0,64
21.0,female,secondary school,tried smoking,social drinker,few hours a day,5.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,4.0,3.0,2.0,5.0,1.0,2.0,92
